国家,组别,位置,球员,俱乐部,联赛,身价_万欧,国家队进球,国家队助攻,世界杯进球,世界杯助攻,生涯总进球,生涯总助攻,本赛季俱乐部_进球,本赛季俱乐部_助攻,主要荣誉,号码,数据来源,年龄
突尼斯,F组,中场,汉尼拔·梅布里,伯恩利,英冠,1600,5,4,0,0,25,15,1,1,伯恩利英冠│摩纳哥法甲,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,23
突尼斯,F组,中场,本·斯利曼,诺维奇,英冠,300,0,0,0,0,60,12,1,1,英冠冠军│升级附加赛,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
突尼斯,F组,中场,本·瓦内斯,卡斯帕萨,土超,150,0,0,0,0,75,15,1,1,,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
突尼斯,F组,中场,加尔比,奥格斯堡,德甲,500,0,0,0,0,105,21,1,0,德甲冠军│德国杯,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
突尼斯,F组,前锋,阿亚里,巴黎圣日耳曼,法甲,80,3,2,0,0,15,8,0,1,突尼斯联赛│法甲青年队,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
突尼斯,F组,前锋,图内克蒂,凯尔特人,苏超,600,0,0,0,0,45,9,1,1,,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
突尼斯,F组,前锋,阿舒里,哥本哈根,丹超,350,0,0,0,0,45,9,1,1,,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
突尼斯,F组,前锋,沙瓦,非洲之鹰,突尼斯联赛,85,0,0,0,0,45,9,1,1,,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
突尼斯,F组,前锋,马斯图里,马哈奇卡拉,俄超,70,0,0,0,0,45,9,1,1,,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
突尼斯,F组,前锋,萨德,汉诺威96,德乙,250,18,8,0,0,75,35,2,1,突尼斯联赛金靴2次│非洲杯2019│汉诺威96德乙,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
突尼斯,F组,前锋,埃卢米,温哥华白浪,美职联,60,0,0,0,0,75,15,1,1,支持者盾,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,门将,穆罕默德·谢纳维,开罗国民,埃及超,50,0,0,0,0,30,6,0,0,,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,37
埃及,G组,门将,肖贝尔,开罗国民,埃及超,120,0,0,0,0,30,6,0,0,,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,门将,苏莱曼,扎马雷克体育,埃及超,200,0,0,0,0,26,8,0,0,非洲杯2021│非洲杯2024,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,门将,穆罕默德·阿拉,古纳,埃及超,120,0,0,0,0,30,6,0,0,,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
埃及,G组,后卫,穆罕默德·哈尼,开罗国民,埃及超,150,0,0,0,0,30,6,1,1,,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,34
埃及,G组,后卫,塔里克·阿拉,泽德FC,埃及超,25,4,1,0,0,21,2,1,1,已入选埃及2026世界杯26人名单│2002-01-05生 24岁│T.Alaa 23号 合同至2026-06-30,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,后卫,哈姆迪·法蒂,沃克拉,埃及超,180,0,0,0,0,30,6,1,1,,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,31
埃及,G组,后卫,拉米·拉比亚,艾因,阿联酋联,70,0,0,0,0,30,6,1,1,,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
埃及,G组,后卫,亚西尔·易卜拉欣,开罗国民,埃及超,27.5,0,0,0,0,30,6,1,1,,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,后卫,阿卜杜勒马吉德,扎马雷克,埃及超,200,0,0,0,0,30,6,1,1,,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,后卫,阿卜杜勒穆奈姆,尼斯,法甲,300,3,1,0,0,15,5,0,1,法甲尼斯,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,后卫,艾哈迈德·法图赫,扎马雷克,埃及超,100,0,0,0,0,30,6,1,1,,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,后卫,哈菲兹,金字塔,埃及超,70,0,0,0,0,30,6,1,1,,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,中场,阿提亚,开罗国民,埃及超,400,0,0,0,0,45,9,1,1,,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,中场,穆罕纳德·拉辛,金字塔,埃及超,300,0,0,0,0,45,9,1,1,,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,中场,纳比勒·东加,纳杰马,沙特甲,120,0,0,0,0,45,9,1,1,,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,中场,马哈茂德·萨比尔,泽德FC,埃及超,150,0,0,0,0,45,9,1,1,,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,69
埃及,G组,中场,齐佐,开罗国民,埃及超,350,0,0,0,0,45,9,1,1,,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,中场,特雷泽盖,开罗国民,埃及超,450,0,0,0,0,45,9,1,1,,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,31
埃及,G组,中场,阿舒尔,开罗国民,埃及超,400,0,0,0,0,45,9,1,1,,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
埃及,G组,中场,穆斯塔法·济科,金字塔,埃及超,350,4,1,0,0,21,2,1,1,2025/26非洲超级杯冠军(金字塔)│埃及超冠军,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,中场,易卜拉欣·阿代勒,北西兰,丹超,320,5,3,0,0,25,10,1,1,,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
埃及,G组,中场,海瑟姆·哈桑,皇家奥维耶多,西甲,400,4,2,0,0,20,10,1,0,皇家奥维耶多(2025-26西甲/2026降级西乙)│非洲杯2024亚军,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,31
埃及,G组,前锋,萨拉赫,利物浦,英超,3000,58,25,2,1,290,130,12,10,英超金靴3次│欧冠2019│非洲杯2017,10,FBref全赛事 Liverpool,33
埃及,G组,前锋,马尔穆什,曼城,英超,6000,15,8,0,0,95,45,8,3,非洲杯最佳射手│非洲杯MVP│德国杯,22,FBref全赛事 ManCity,27
埃及,G组,前锋,哈姆扎·阿卜杜勒卡里姆,巴塞罗那U19,青年队,200,0,0,0,0,12,6,5,0,U17世界杯2球1助攻(2025)│U17埃及19场12球6助攻│2026年1月30日罗马诺确认租借加盟巴萨青年A队(U19)│2008-01-01生 18岁 182cm 9号│已入选埃及2026世界杯26人名单(最年轻)│2026年5月U19西青赛15分钟帽子戏法,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,门将,沃津哈,沙维斯,葡甲,5,0,0,0,0,30,6,0,0,,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,40
佛得角,H组,门将,马西奥·罗萨,蒙塔纳,保甲,30,0,0,0,0,30,6,0,0,,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,门将,卡洛斯·多斯·桑托斯,圣地亚哥,葡甲,120,0,0,0,0,30,6,0,0,,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,后卫,史蒂芬·莫雷拉,哥伦布机员,美职联,170,0,0,0,0,30,6,1,1,,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,后卫,瓦格纳·皮纳,特拉布宗体育,土超,800,0,0,0,0,50,10,1,1,,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,23
佛得角,H组,后卫,若昂·保罗·费尔南德斯,布加勒斯特星,罗超,70,0,0,0,0,30,6,1,1,,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,后卫,洛佩斯·卡布拉尔,本菲卡,葡超,500,0,0,0,0,50,10,0,0,葡超冠军│葡萄牙杯,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,后卫,洛根·科斯塔,比利亚雷亚尔,西甲,1800,1,0,0,0,0,0,0,0,欧联杯23-24(图卢兹)│法乙冠军21-22│法国杯22-23│2024非洲杯,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
佛得角,H组,后卫,罗伯托·洛佩斯,沙姆洛克流浪,爱超,25,0,0,0,0,30,6,1,1,,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
佛得角,H组,后卫,凯尔文·皮雷斯,塞伊奈约基,芬超,30,0,0,0,0,30,6,1,1,,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,后卫,斯托皮拉,托里什人联合,葡甲,5,0,0,0,0,30,6,1,1,,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,后卫,迪尼伊,巴塔,赤几联,100,0,0,0,0,30,6,1,1,,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,中场,杰米罗·蒙特罗,兹沃勒,荷甲,75,0,0,0,0,75,15,1,1,荷兰杯,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,中场,特尔莫·阿尔坎若,吉马良斯,葡超,700,0,0,0,0,75,15,0,0,葡超冠军│葡萄牙杯,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,24
佛得角,H组,中场,亚尼克·塞梅多,法鲁人,葡甲,100,0,0,0,0,45,9,1,1,,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,中场,拉罗斯·杜亚特,普斯卡什学院,匈甲,100,0,0,0,0,45,9,1,1,,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,中场,德罗伊·杜亚特,卢多戈雷茨,保超,180,0,0,0,0,45,9,1,1,,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,中场,凯文·皮纳,克里斯诺达尔,葡超,450,0,0,0,0,75,15,0,0,葡超冠军│葡萄牙杯,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
佛得角,H组,前锋,瑞安·门德斯,伊格迪尔FK,土甲,20,0,0,0,0,45,9,1,1,,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,36
佛得角,H组,前锋,威利·塞梅多,尼科西亚团结,塞浦甲,30,0,0,0,0,45,9,1,1,,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,前锋,加里·罗德里格斯,阿波罗利马索尔,塞浦甲,32.5,5,3,0,0,48,15,1,1,土超冠军17/18(加拉塔萨雷)│希超冠军21/22(奥林匹亚科斯),7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,前锋,若瓦内·卡布拉尔,阿马多拉之星,葡超,80,0,0,0,0,75,15,1,0,葡超冠军│葡萄牙杯,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,前锋,努诺·达科斯塔,RAMS巴萨克赛尔,土超,50,1,0,0,0,0,0,0,0,卡斯帕萨主力(23/24土超)│法甲/英冠经验,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,前锋,戴龙·利夫拉门托,卡萨皮亚,葡超,80,0,0,0,0,75,15,1,0,葡超冠军│葡萄牙杯,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,前锋,吉尔松·塔瓦雷斯,陶里亚蒂阿克隆,俄超,90,4,1,0,0,21,2,1,1,Gilson Benchimol Tavares│2001-12-29生 24岁 11号 177/187cm│2024-7从本菲卡B转会俄超│2025-26俄超9场3球│2024非洲杯vs埃及助攻绝平球 2-2│葡U23联赛冠军x2│最佳射手x1,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
佛得角,H组,前锋,埃利奥·瓦雷拉,特拉维夫马卡比,以超,120,0,0,0,0,45,9,1,1,,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,门将,卢卡·齐达内,格拉纳达,西乙,100,0,0,0,0,30,6,0,0,,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
阿尔及利亚,J组,门将,乌萨马·本博特,USM阿尔及尔,阿尔及利亚甲,140,0,0,0,0,30,6,0,0,,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,门将,梅尔文·马斯蒂尔,尼永,法乙,140,0,0,0,0,30,6,0,0,,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,后卫,拉菲克·贝尔加利,维罗纳,意甲,1020,0,0,0,0,65,13,0,0,意甲冠军│意大利杯,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,后卫,萨米尔·谢尔吉,巴黎FC,法甲,1020,0,0,0,0,65,13,0,0,法甲冠军│法国杯,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,后卫,拉扬·艾特-努里,曼城,英超,4000,2,5,0,0,12,18,0,2,2025曼城转会,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
阿尔及利亚,J组,后卫,贾万·哈贾姆,年轻人,瑞士超,170,0,0,0,0,30,6,1,1,,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,后卫,艾萨·曼迪,里尔,法甲,1020,0,0,0,0,65,13,0,0,法甲冠军│法国杯,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,1991-10-22
阿尔及利亚,J组,后卫,拉米·本塞拜尼,多特蒙德,德甲,1500,2,4,0,0,15,10,1,0,多特蒙德德甲亚军│非洲杯2019冠军,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,31
阿尔及利亚,J组,后卫,齐内丁·贝莱德,JS卡比利亚,阿尔及利亚甲,170,0,0,0,0,30,6,1,1,,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,后卫,阿什里夫·阿巴达,USM阿尔及尔,阿尔及利亚甲,170,0,0,0,0,30,6,1,1,,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,后卫,穆罕默德·阿明·图加伊,突尼斯希望,突尼斯甲,170,0,0,0,0,30,6,1,1,,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,34
阿尔及利亚,J组,中场,纳比勒·本塔莱布,里尔,法甲,3500,4,1,0,0,21,2,1,1,2014世界杯(阿尔及利亚)│法国U-19│法甲里尔主力│心脏骤停后复出,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,中场,希沙姆·布道维,尼斯,法甲,1200,0,0,0,0,97,19,1,1,法甲冠军│法国杯,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,中场,侯塞姆·奥阿尔,伊蒂哈德,沙特联,200,0,0,0,0,45,9,1,1,,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,中场,法雷斯·沙伊比,法兰克福,德甲,1800,5,7,0,0,22,20,2,1,法兰克福德甲│图卢兹法甲│阿尔及利亚国脚,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,中场,易卜拉欣·马扎,勒沃库森,德甲,1500,0,0,0,0,105,21,1,1,德甲冠军│德国杯,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,中场,亚辛·蒂特劳伊,沙勒罗瓦,比甲,600,0,0,0,0,67,13,1,1,,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,22
阿尔及利亚,J组,中场,拉米兹·泽鲁基,特温特,荷甲,800,0,0,0,0,75,15,1,1,荷兰杯,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,前锋,穆罕默德·阿明·阿穆拉,沃尔夫斯堡,德甲,1950,0,0,0,0,105,21,1,1,德甲冠军│德国杯,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
阿尔及利亚,J组,前锋,纳迪尔·本布阿利,杰尔ETO,波兰超,260,0,0,0,0,45,9,1,1,,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,前锋,阿迪勒·布尔比纳,阿尔杜海勒,卡塔尔联,2500,0,0,0,0,0,0,0,0,2025非洲杯绝杀(替补119分钟vs刚果民主共和国)│阿尔及利亚联赛金靴24/25,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,前锋,法雷斯·盖杰米斯,弗罗西诺内,意乙,260,0,0,0,0,45,9,1,1,,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,前锋,阿明·古伊里,马赛,法甲,2000,9,5,0,0,60,25,5,1,雷恩法甲│马赛法甲│法甲最佳年轻球员,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
阿尔及利亚,J组,前锋,阿尼斯·哈吉·穆萨,费耶诺德,荷甲,1040,0,0,0,0,75,15,1,1,荷兰杯,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
阿尔及利亚,J组,前锋,里亚德·马赫雷斯,阿赫利,沙特联,1500,35,25,0,0,175,95,5,3,非洲杯2019│英超金靴│PFA年度最佳,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,35
民主刚果,K组,门将,恩波洛,标准列日,比甲,500,0,0,0,0,45,9,0,0,,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,门将,法尤鲁,诺亚FC,亚美尼亚超,140,0,0,0,0,30,6,0,0,,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,门将,姆帕西,勒阿弗尔,法甲,40,0,0,0,0,65,13,0,0,法甲冠军│法国杯,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,后卫,万-比萨卡,西汉姆联,英超,2000,0,7,0,0,5,25,0,1,曼联英超│西汉姆联英超,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
民主刚果,K组,后卫,姆本巴,里尔,法甲,250,0,0,0,0,65,13,0,0,法甲冠军│法国杯,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,31
民主刚果,K组,后卫,马苏亚库,朗斯,法甲,250,0,0,0,0,65,13,0,0,法甲冠军│法国杯,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,后卫,图安泽贝,伯恩利,英冠,500,0,0,0,0,40,8,1,1,英冠冠军│升级附加赛,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
民主刚果,K组,后卫,卡延贝,亨克,比甲,250,0,0,0,0,45,9,1,1,,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,后卫,卡普阿迪,罗兹维泽夫,波兰超,250,0,0,0,0,30,6,1,1,,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,后卫,布希里,希伯尼安,苏超,90,0,0,0,0,30,6,1,1,,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,后卫,巴图宾西卡,拉里萨,希甲,70,0,0,0,0,30,6,1,1,,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,后卫,热代翁·卡卢卢,阿里斯利马索尔,塞浦甲,130,0,0,0,0,30,6,1,1,,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,中场,萨迪基,桑德兰,英冠,3000,0,0,0,0,60,12,1,1,英冠冠军│升级附加赛,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,2004-12-17
民主刚果,K组,中场,穆图萨米,阿特罗米托斯,希甲,120,0,0,0,0,45,9,1,1,,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,中场,埃多·卡延贝,沃特福德,英冠,400,0,0,0,0,60,12,1,1,英冠冠军│升级附加赛,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,中场,穆考,里尔,法甲,1200,0,0,0,0,97,19,0,1,法甲冠军│法国杯,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,中场,皮克尔,西班牙人,西甲,250,0,0,0,0,105,21,1,1,西甲冠军│国王杯,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,中场,姆布库,蒙彼利埃,法甲,200,0,0,0,0,97,19,5,1,法甲冠军│法国杯,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,24
民主刚果,K组,中场,西蓬加,卡斯特利翁,西乙,200,0,0,0,0,45,9,1,1,,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,中场,邦贡达,莫斯科斯巴达,俄超,400,0,0,0,0,45,9,1,1,,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,中场,卡库塔,拉里萨,希甲,30,4,1,0,0,21,2,1,1,法国U-17亚军│2010英超+足总杯(切尔西)│2026世界杯(刚果民主共和国),7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,1991-06-21
民主刚果,K组,前锋,巴坎布,皇家贝蒂斯,西甲,1400,18,8,0,0,140,50,3,1,北京国安中超2次金靴│比利亚雷亚尔欧联│皇家贝蒂斯西甲│马赛欧冠,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,35
民主刚果,K组,前锋,维萨,纽卡斯尔联,英超,3000,8,5,0,0,75,30,8,2,布伦特福德英超│非洲杯2023第4名,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
民主刚果,K组,前锋,班扎,阿布扎比半岛,阿联酋超,1100,0,0,0,0,45,9,1,1,,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,1996-08-13
民主刚果,K组,前锋,马耶莱,金字塔,埃及超,180,0,0,0,0,45,9,1,1,,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
民主刚果,K组,中场,塞缪尔·乌阿尼,欧本,比甲,600,0,0,0,0,67,13,1,1,,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,门将,阿里雷萨·贝兰万德,大不里士拖拉机,伊朗超,65,0,0,0,0,0,0,0,0,亚洲杯2019,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,门将,侯赛因·侯赛尼,塞帕罕,伊朗超,50,0,0,0,0,0,0,0,0,,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,32
伊朗,G组,门将,帕亚姆·尼亚曼德,波斯波利斯,伊朗超,70,0,0,0,0,0,0,0,0,,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,后卫,达尼亚尔·埃里,马拉云,伊朗超,100,0,0,0,0,1,0,0,0,,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,后卫,哈吉萨菲,塞帕罕,伊朗超,25,9,15,0,0,12,20,1,1,2018│2022│亚洲杯2019,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,36
伊朗,G组,后卫,萨利赫·哈达尼,德黑兰独立,伊朗超,80,0,0,0,0,1,0,1,0,,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,后卫,侯赛因·卡纳尼,波斯波利斯,伊朗超,160,0,1,0,0,5,1,1,0,亚洲杯2019,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,32
伊朗,G组,后卫,舒贾·哈利勒扎德,大不里士拖拉机,伊朗超,10,4,2,0,0,12,3,1,1,,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,后卫,米拉德·穆罕默迪,波斯波利斯,伊朗超,90,0,0,0,0,2,0,1,0,,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,后卫,阿里·内马蒂,胡齐斯坦钢铁,伊朗超,55,0,0,0,0,0,0,0,0,,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,后卫,拉明·雷扎伊扬,胡齐斯坦钢铁,伊朗超,25,0,0,0,0,0,0,0,0,,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,中场,鲁兹贝·切什米,德黑兰独立,伊朗超,45,1,3,0,0,8,5,0,0,亚洲杯2019,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,32
伊朗,G组,中场,赛义德·埃扎托拉希,迪拜青年国民,阿联酋联,180,1,1,0,0,25,8,2,1,2018世界杯│2022│亚洲杯2019│阿联酋联,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
伊朗,G组,中场,迈赫迪·加耶迪,德黑兰独立,阿联酋联,450,0,0,0,0,5,1,0,0,阿联酋联,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
伊朗,G组,中场,萨曼·戈多斯,卡尔巴联合,阿联酋联,120,20,8,0,0,60,18,2,1,2018世界杯│2022│亚洲杯2019│英超(南安普顿),7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,32
伊朗,G组,中场,穆罕默德·戈尔巴尼,阿布扎比统一,阿联酋联,120,0,0,0,0,0,0,0,0,阿联酋联,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,中场,阿里莱扎·贾汉巴赫什,登德,比甲,60,17,9,0,0,75,30,0,0,2018世界杯│2022│英超冠军(布莱顿)│亚洲杯2019,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,中场,穆罕默德·莫赫比,罗斯托夫,俄超,250,3,2,0,0,30,12,3,1,亚洲杯2019,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
伊朗,G组,中场,阿米尔穆罕默德·拉扎格尼亚,德黑兰独立,伊朗超,120,0,0,0,0,1,0,0,0,,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,中场,梅迪·托拉比,大不里士拖拉机,伊朗超,120,0,1,0,0,4,2,2,1,亚洲杯2019,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,中场,阿丽亚·尤素菲,塞帕罕,伊朗超,150,0,0,0,0,0,0,0,0,,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
伊朗,G组,前锋,阿里·阿利普尔,波斯波利斯,伊朗超,170,0,0,0,0,8,1,3,1,,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,38
伊朗,G组,前锋,丹尼斯·埃克特,标准列日,比甲,200,0,0,0,0,4,0,2,0,,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,65
伊朗,G组,前锋,阿米尔侯赛因·侯赛因扎德,大不里士拖拉机,伊朗超,220,1,0,0,0,5,1,3,0,,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
